email_id,is_spam,word_freq_will,word_freq_original,word_freq_415,word_freq_mail,char_freq_#,char_freq_$,word_freq_internet,word_freq_edu,word_freq_hp,word_freq_lab,char_freq_!,word_freq_forest,word_freq_parts,word_freq_order,word_freq_credit,word_freq_direct,word_freq_project,word_freq_neural,word_freq_table,word_freq_3d,word_freq_650,word_freq_free,word_freq_data,word_freq_over,word_freq_people,word_freq_email,char_freq_;,word_freq_1999,word_freq_857,word_freq_our,word_freq_make,word_freq_pm,word_freq_money,capital_run_length_longest,word_freq_report,word_freq_business,word_freq_font,word_freq_remove,capital_run_length_total,word_freq_meeting,word_freq_your,word_freq_85,word_freq_all,word_freq_you,word_freq_hpl,word_freq_network,word_freq_addresses,word_freq_labs,char_freq_[,word_freq_re,word_freq_telnet,word_freq_receive,word_freq_000,capital_run_length_average,word_freq_address,word_freq_george,word_freq_cs,word_freq_random,word_freq_conference,word_freq_technology,char_freq_(
2360,no,0.34,0,0,0,0,0.031,0,0,0.57,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0.34,0,0,0,0.047,0,0,0,0.11,0,0,32,0,0,0,0,505,0,0.23,0,0.11,0.46,0.69,0,0,0,0.031,0,0,0,0,3.196,0,0.11,0,0,0,0.11,0.159
162,no,0,0,0,0,0,0,0,0,0,0,0.817,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,39,0,1.2,0,0.6,1.8,0,0,0,0,0,0,0,0,0,1.857,0,0,0,0,0,0,0
1736,no,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,26,0,0,0,0,0,2.77,0,0,2.77,0,0,0,0,0,1.857,0,2.77,0,0,0,0,0
2840,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1.333,0,0,0,0,0,0,0
4011,yes,0.41,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.83,0,0,0,0.41,0,0,0,121,0,0,0,0,285,0,1.25,0,1.66,2.08,0,0,0,0,0,0.41,0,0,0,3.851,0.41,0,0,0,0,0,0.068
296,yes,0,0,0,0,0.154,0.154,0,0,0,0,0.928,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0.86,0,0,7,0,3.44,0,0,53,0,0.86,0,0.86,4.31,0,0,0,0,0,0,0,0,0.86,2.409,0,0,0,0,0,0,0
4233,no,0,0,0,1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,81,0,0,0,0,1.56,1.56,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.56,0.484
3832,no,0.37,0,0,0,0,0.025,0,0,0.56,0,0,0,0,0.94,0,0,0,0,0,0,0,0.09,0.37,0,0,0,0.18,0.28,0,0,0.18,0,0,87,0,0,0,0,909,0,0.18,0,0.18,0.37,0.66,0,0,0,0.051,0,0,0,0,4.434,0,0.09,0,0,0,0,0.167
4484,no,0,1.23,0,1.23,0,0,0,0,0,0,0.192,0,0,0,0,0,2.46,0,0,0,0,1.23,0,0,0,0,0,1.23,0,0,0,1.23,0,12,0,0,0,0,43,0,0,0,0,1.23,1.23,0,0,0,0,1.23,0,0,0,1.535,0,2.46,0,0,0,0,0.77
1830,no,1.39,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.23,0,0,0,0,0,0,0.69,0.23,0,0,9,0,0,0,0,86,0,0,0,0.23,0.23,0.23,0,0,0,0,0,0,0,0,1.433,0,0,0,0,0,0,0.067
779,no,0,0.88,0.88,2.65,0,0,0,0,1.76,0.88,0.285,0,0,0,0,0.88,0,0,0,0,0.88,0,0,0,0,0,0.142,0.88,0.88,0.88,0,0.88,0,12,0,0,0,0,80,0,0,0.88,0,1.76,0.88,0,0,0.88,0,2.65,0.88,0.88,0,1.777,0,1.76,0,0,0,0.88,0.855
764,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,20,0,0,0,0,0
328,yes,0,0,0,0,0,0.233,0,0,0,0,0.467,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,12,0,0,0,0.74,72,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,1.846,0,0,0,0,0,0,0
350,no,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,2.17,0,0,0,0,0,0,0,11,0,0,0,0,68,0,0,0,0,0,2.17,0,0,2.17,0,0,0,0,0,4,0,0,0,0,0,0,0.529
10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,1.6,6,0.8,0,0,0,21,0,4,0,0,5.6,0,0,0,0,0,0,0,0,0,1.909,0,0,0,0,0,0,0.244
3539,yes,0,0,0,0.15,0.022,0.707,0,0,0.95,0,0.862,0,0,0.63,0,0.15,0,0,0,0,0,1.11,0,0,0,1.27,0,0.31,0,0.31,0,0,0,51,0,0,0,0.15,1128,0,0,0,0.15,0.79,0,0,0,0,0,0,0,0.15,0,5.423,0,0,0,0,0,0,0.088
3406,no,2.61,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,4,0,0,0,0,48,0,0.65,0,0.65,0.65,0,0,0,0,0,0,0,0,0,1.411,0,0,0,0,0,0,0
508,no,0,1.04,0,0,0,0,0,0,1.04,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.179,1.04,0,0,0,1.04,0,13,0,0,0,0,55,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,2.037,0,0,0,0,0,0,0.358
2033,no,0.84,0,0,0.84,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,32,0,0,0,0,4.2,0,0,0,0,0.119,0,0,0,0,1.454,0,0,0,0,0,0,0
3911,yes,0,0,0,0.8,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,0,19,0,0.8,0,0.8,81,0,1.6,0,0,1.6,0,0,0,0,0,0,0,0,0,3.115,0.8,0,0,0,0,0,0.134
3740,no,0.76,0,0,0,0,0,0,0.15,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.3,0,0,0,37,0,0,0,0,272,0,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,1.21,0.022
2696,yes,0,0,0,0.43,0,0.151,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0.87,33,0,0,0,0,117,0,0.43,0,0.87,6.14,0,0,0,0,0,0,0,0.43,0,5.086,0.43,0,0,0,0,0,0.075
3762,no,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,37,0,0,0,0.66,2.66,0,0,0,0,0,0.66,0,0,0,1.761,0,0,0,0,0,0,0.231
4579,no,0,0,0,0,0.026,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,4.326,0,0.17,0,0,0,0,0.026
3460,no,0.39,0,0,0,0.059,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,0,0,0,12,0,0,0,0,123,0,0,0,0.79,3.18,0,0,0,0,0,0.39,0,0,0,2.51,0,0,NA,0,0,0,0.237
3094,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3261,no,0,0,0,0,0.925,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,5.857,0,0,0,0,0,0,0
4504,no,0,0,0,0,0,0.763,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,24,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,2.181,0,0,0,0,0,0,0
1928,no,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,15,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0
969,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0
735,no,0.3,0.02,0,0.12,0.003,0.041,0.02,0.33,0,0,0.015,0,0,0,0.02,0.02,0.02,0,0,0,0,0.02,2.16,0.02,0.12,0.12,0.037,0.68,0,0.12,0,0,0,25,0,0.17,0,0,2458,0.02,0.12,0,0.15,0.22,0,0,0,0,0.007,0,0,0,0,2.198,0.07,0,NA,0,0.43,0.15,0.225
3755,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,1.01,0,0,0,0,0,0,0,55,0,0,0,0,60,0,1.01,0,0,5.05,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1810,no,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.19,0,0,0,2.86,0,0,0,0,0.19,0,0,0,0,0,9,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.204,0.19,0,0,0,0.19,0.38,0.199
4170,no,0.88,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.22,0,0,0,0.44,0,0,0,0,0.22,0,0,0,0,0,0,0,15,0,0,0,0,128,0,0,0.22,0,0,0.22,0,0,0,0,0,0,0,0,1.729,0,0,0,0,0.22,0,0.172
1957,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,0,0,0,0,0,0,0
1967,yes,0.5,0,0,0.81,0.033,0.397,0.1,0,0,0,0.977,0,0,1.42,0.5,0,0,0,0,0,0,0.1,0,0.3,0,1.01,0,0,0,0.6,0.1,0.1,0.3,56,0,0,0,0.4,1045,0,2.03,0.1,0.71,2.23,0,0,0,0,0.264,0,0,0.1,0,3.166,0.1,0,0,0,0,0,0
3002,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3104,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2349,yes,0.98,0,0,0.39,0.025,0.31,0.19,0,0,0,0.749,0,0,1.38,0.39,0,0,0,0,0,0,0.98,0,0.98,0,0,0,0,0,0,1.18,0,1.38,76,0.19,0,0,0.19,632,0,1.38,0,0.59,2.56,0,0,0,0,0,0,0,0,0,6.652,0.39,0,0,0,0,0,0.232
4306,no,1.34,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31,0,1.34,0,0.67,4.69,0,0,0,0.67,0,0,0,0,0,1.24,0,0,0,0,0,0,0.493
365,no,0.09,0.01,0,0.01,0,0.005,0,0,0.53,0,0,0,0.01,0.23,0,0,0,0,0.05,0,0,0.13,0.47,0.03,0,0.01,0.2,0.45,0,0.33,0.01,0,0,38,0,0,0,0,2349,0,0.05,0.01,0.03,0.07,0.55,0,0,0,0.064,0,0,0,0,2.589,0,0.01,0,0,0,0.01,0.127
3076,no,0.64,0,0,2.56,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,1.28,0,0,0,8,0,0,0,0,63,0,0.64,0,0,1.92,0.64,0,0,1.92,0,0,0,0,0,1.536,0,0,0,0,0,0,0
286,no,0,0,0,0.73,0.503,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.838,0,0,0,0,0,0,43,0,0,10.25,0,394,0,0.36,0,0,1.46,0,0,0,0,0,0,0,0,0,6.912,0.36,0,0,0,0,0,0
124,no,0,0,0,0,0,0,0,0,0,0,0.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,1,0,0,0,0,0,0,0
2421,yes,0.44,0,0,0,0,0,0,0,0,0,0.305,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0.67,0,0,0,48,0,0,0,0,163,0,0.67,0,0.22,0.89,0,0,0,0,0,0.22,0,0,0,1.895,0,0,0,0,0,0,0
3151,no,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,7,0,0.48,0,0,88,0,0,0,0.48,0,1.93,0,0,0.48,0,0.48,0,0,0,1.353,0,0,0,0,0,0.96,0
4501,yes,0,0,0,0,0,0,0,0,0,0,0.896,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,4.87,0,0,0,0,0,0,0,58,0,0,0,0,72,0,2.43,0,2.43,2.43,0,0,0,0,0,0,0,0,0,5.538,0,0,0,0,0,0,0
1794,yes,0,0,0,0,0,0,0,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,1.73,0,0,0,0,0,0,0,10,0,0,0,0.86,55,0,1.73,0,0,3.47,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0.151
807,no,0,0.19,0.39,0.39,0.062,0,0,0,0.79,0.39,0,0,0,0,0,0.39,0,0,0,0,0.39,0,0,0,0,0,0.093,0.19,0.39,0,0.19,0,0,13,0,0,0,0,207,0,0.39,0.39,0.59,2.59,0.39,0,0,0.39,0.062,1.19,0.39,0,0,2.156,0,0.59,0,0,0,0.39,0.657
4489,no,0.56,0.56,0,0,0,0,0,0,0.56,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,0.046,0,0,0.56,0,0,0,15,0,0,0,0,200,0,1.13,0,0,3.41,0.56,0,0,0,0.046,0.85,0,0,0,1.834,0.28,1.7,0,0,0,0,0.281
2491,no,3.22,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,47,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,1.958,0,0,0,0,0,0,0.222
3232,yes,1.17,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,1.17,0,0,0,20,0,0,0,0,42,0,3.52,0,0,2.35,0,0,0,0,0,0,0,0,0,5.25,2.35,0,0,0,0,0,0
647,no,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,1.17,0,0,0,10,0,0,0,0,45,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,1.551,0,1.17,0,0,0,0,0
3792,no,0.81,0,0,0,0,0,0.4,0,2.86,0.4,0.063,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0.126,0.4,0,0,0,0.4,0,12,0,0,0,0,116,0,0,0,0,1.22,2.45,0,0,0.4,0.063,0,0,0,0,1.611,0,0,0,0,2.45,0,0.063
2496,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.66,0,0,0,0,0
3340,no,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,23,0,0,0,0,114,0,0,0,0.74,1.48,0.74,0,0,0,0,0,0,0,0,2.425,0,0,0,0,2.22,0,0
2144,no,0,0,0,0,0,0,0,0,1.92,0,0.178,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,1.92,0,0,0,3.84,0,7,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0,0,0,0,0,0,0
3053,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,5,0,0,0,0,19,0,0,0,3.84,3.84,0,0,0,0,0,0,0,0,0,1.727,0,0,0,0,0,0,0
4181,no,0.52,0,0,0,0,0.063,0.1,0,3.14,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0.079,0.31,0,0,0,0,0,26,0,0.1,0,0,605,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.31,0.1,2.542,0,0,0,0,0.1,0.52,0.142
471,yes,1.38,0,0,0.69,0,0.055,0.86,0,0,0,1.718,0,0,0.17,1.55,0.17,0,0,0,0,0,0,0,0.17,0,0.34,0,0,0,0.34,0.17,0,0.34,63,0,1.73,0,0,621,0,3.8,0,0.69,2.07,0,0,0,0,0,0,0,0.34,0,5.175,0.17,0,0,0,0,0,0.194
502,no,0,0,0,0,0,0,0,1.49,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.182,0.93,0,0,0,0.18,0,44,0,0,0,0,479,0,0,0,0,0,1.3,0,0,0,0.13,0,0,0,0,3.628,0,0,NA,0,0,0.18,0.339
3597,yes,0.74,0,0,0.35,0.162,1.05,0.14,0,0,0,0.678,0,0,0.49,0,0,0.03,0,0.03,0,0,0.17,0,0.21,0.56,0.03,0.006,0,0,0.07,0.74,0,0.77,154,1.48,0.49,0,0,3084,0,1.23,0,0.31,3.24,0,0,0,0,0,0.07,0,0.17,0.56,5.648,0.28,0,0,0,0,0,0.054
1090,no,1.43,0,0,0.71,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0.71,0,0,2,0,0,0,0,32,0,0,0,0.71,1.43,0,0,0,0,0,0,0,0,0,1.032,0,0,0,0,0,0,0
4271,no,0.08,0,0,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0,0,0,0,18,0,0.08,0,0,935,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,1.833,0,0.08,NA,0,0.34,0.42,0.451
1540,no,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,8,0,0,0,0,37,0,0,0,0,1.31,2.63,0,0,0,0,0,0,0,0,2.176,0,0,0,0,0,0,0.431
4432,no,0.26,0,0,0.13,0,0.028,0,0,2.57,0.13,0.047,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,0,0.009,0.32,0,0.06,0.06,0.26,0,23,0,0,0,0,836,0,0.46,0.26,0.19,0.52,0.92,0,0,0.52,0,0.06,0.32,0,0,1.948,0,0,0,0,0.13,0.13,0.152
2246,no,1.26,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,1.26,0,0,0,5,0,0,0,0,18,1.26,0,0,0,2.53,0,0,0,0,0,1.26,0,0,0,1.285,0,1.26,0,0,0,0,0
2412,no,0.91,0,0,0,0,0,0,0.91,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,1.83,47,0,0,0,0,86,0,0.91,0,0.91,5.5,0,0,0,0,0,0.91,0,0,0,2.457,0,0,0,0,0,0,0
3676,no,0.25,0,0,0,0,0.022,0,0,0.5,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0.42,0.25,0,0,0.148,0.08,0,0,0.08,0,0,55,0,0,0,0,807,0.08,0.16,0,0.25,0.33,0.59,0,0,0,0.045,0,0,0,0,3.995,0.08,0.08,0,0,0,0.25,0.136
2292,no,0.94,0,0,0,0,0,0,0,1.41,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.84,0.09,0.37,0,0.052,0.09,0,0,0,0,0,19,0,0.28,0,0,451,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,2.022,0,0,0,0,0,0.47,0.065
1678,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,1.34,1.34,0,0.67,0,0,0,0,0,0,0,5,0,0,0,0,27,0,0,0,0,1.34,0,0,0,0,0,0.67,0,0,0,1.285,0,0.67,0,0,0,0,0.111
712,yes,0,0,0,0,1.126,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,8.84,0,261,0,0,0,0,2.04,0,0,0,0,0,0,0,0,1.36,7.054,0,0,0,0,0,0,0
827,yes,0,0,0,0,0,0.216,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.87,0,0,0,90,0,0.87,0.43,0,320,0,1.31,0,0.43,2.62,0,0,0,0,0,1.31,0,0,0.43,6.274,0,0,0,0,0,0,0.072
186,no,1.08,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,42,0,2.17,0,0,2.17,2.17,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0.173
2670,yes,0,0,0,0,0,0.263,0,0,0,0,0.461,0,0,0.47,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0.95,0,0,0,61,0,0.95,0,0,255,0,0.47,0,0.47,1.42,0,0,0,0,0.065,0.47,0,0,0.95,3.493,0,0,0,0,0,0,0.131
3403,yes,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,yes,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7.27,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4390,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
